id,arxivId,submitter,authors,title,comments,journalRef,doi,reportNo,categories,license,abstract,versions,updateDate,authorsParsed
82,805.3366,Fabian Steeg,"Fabian Steeg, Christoph Benden, Paul O. Samuelsdorff","Computational Representation of Linguistic Structures using
  Domain-Specific Languages","12 pages, 9 figures; based on work presented at the 12th
  International Conference on Functional Grammar",,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We describe a modular system for generating sentences from formal definitions
of underlying linguistic structures using domain-specific languages. The system
uses Java in general, Prolog for lexical entries and custom domain-specific
languages based on Functional Grammar and Functional Discourse Grammar
notation, implemented using the ANTLR parser generator. We show how linguistic
and technological parts can be brought together in a natural language
processing system and how domain-specific languages can be used as a tool for
consistent formal notation in linguistic description.
","[{'version': 'v1', 'created': 'Wed, 21 May 2008 23:44:06 GMT'}]",2008-05-23,"[['Steeg', 'Fabian', ''], ['Benden', 'Christoph', ''], ['Samuelsdorff', 'Paul O.', '']]"
83,805.341,Sylvain Pogodalla,Sylvain Pogodalla (INRIA Lorraine - LORIA),"Exploring a type-theoretic approach to accessibility constraint
  modelling",,Dans Journ\'ees S\'emantiques et Mod\'elisation (2008),,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The type-theoretic modelling of DRT that [degroote06] proposed features
continuations for the management of the context in which a clause has to be
interpreted. This approach, while keeping the standard definitions of
quantifier scope, translates the rules of the accessibility constraints of
discourse referents inside the semantic recipes. In this paper, we deal with
additional rules for these accessibility constraints. In particular in the case
of discourse referents introduced by proper nouns, that negation does not
block, and in the case of rhetorical relations that structure discourses. We
show how this continuation-based approach applies to those accessibility
constraints and how we can consider the parallel management of various
principles.
","[{'version': 'v1', 'created': 'Thu, 22 May 2008 08:48:28 GMT'}]",2008-12-18,"[['Pogodalla', 'Sylvain', '', 'INRIA Lorraine - LORIA']]"
84,805.4101,Sylvie Saget,"Sylvie Saget (IRISA), Marc Guyomard (IRISA)","Goal-oriented Dialog as a Collaborative Subordinated Activity involving
  Collective Acceptance",,"Dans Proceedings of the 10th Workshop on the Semantics and the
  Pragmatics of Dialogue (Brandial 2006) - 10th Workshop on the Semantics and
  the Pragmatics of Dialogue (Brandial 2006), Potsdam : Allemagne (2006)",,,cs.AI cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Modeling dialog as a collaborative activity consists notably in specifying
the content of the Conversational Common Ground and the kind of social mental
state involved. In previous work (Saget, 2006), we claim that Collective
Acceptance is the proper social attitude for modeling Conversational Common
Ground in the particular case of goal-oriented dialog. In this paper, a
formalization of Collective Acceptance is shown, besides elements in order to
integrate this attitude in a rational model of dialog are provided; and
finally, a model of referential acts as being part of a collaborative activity
is presented. The particular case of reference has been chosen in order to
exemplify our claims.
","[{'version': 'v1', 'created': 'Tue, 27 May 2008 12:16:12 GMT'}]",2008-12-18,"[['Saget', 'Sylvie', '', 'IRISA'], ['Guyomard', 'Marc', '', 'IRISA']]"
85,805.4369,Benoit Lemaire,"Guy Denhi\`ere (LPC), Beno\^it Lemaire (TIMC), C\'edrick Bellissens,
  Sandra Jhean",A semantic space for modeling children's semantic memory,,"The handbook of Latent Semantic Analysis, Lawrence Erlbaum
  Associates (Ed.) (2007) 143-165",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The goal of this paper is to present a model of children's semantic memory,
which is based on a corpus reproducing the kinds of texts children are exposed
to. After presenting the literature in the development of the semantic memory,
a preliminary French corpus of 3.2 million words is described. Similarities in
the resulting semantic space are compared to human data on four tests:
association norms, vocabulary test, semantic judgments and memory tasks. A
second corpus is described, which is composed of subcorpora corresponding to
various ages. This stratified corpus is intended as a basis for developmental
studies. Finally, two applications of these models of semantic memory are
presented: the first one aims at tracing the development of semantic
similarities paragraph by paragraph; the second one describes an implementation
of a model of text comprehension derived from the Construction-integration
model (Kintsch, 1988, 1998) and based on such models of semantic memory.
","[{'version': 'v1', 'created': 'Wed, 28 May 2008 14:56:18 GMT'}]",2008-12-18,"[['Denhière', 'Guy', '', 'LPC'], ['Lemaire', 'Benoît', '', 'TIMC'], ['Bellissens', 'Cédrick', ''], ['Jhean', 'Sandra', '']]"
86,805.4521,Doina Tatar,Doina Tatar and Militon Frentiu,Textual Entailment Recognizing by Theorem Proving Approach,10 pages,"Studia Univ.Babes-Bolyai, Informatica, Vol.LI, Number 2, 2006",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we present two original methods for recognizing textual
inference. First one is a modified resolution method such that some linguistic
considerations are introduced in the unification of two atoms. The approach is
possible due to the recent methods of transforming texts in logic formulas.
Second one is based on semantic relations in text, as presented in WordNet.
Some similarities between these two methods are remarked.
","[{'version': 'v1', 'created': 'Thu, 29 May 2008 11:53:39 GMT'}]",2008-05-30,"[['Tatar', 'Doina', ''], ['Frentiu', 'Militon', '']]"
87,805.4722,Bernard Jacquemin,"Bernard Jacquemin (LIMSI), Aur\'elien Lauf (LIMSI), C\'eline Poudat
  (LTCI), Martine Hurault-Plantet (LIMSI), Nicolas Auray (LTCI)",La fiabilit\'e des informations sur le web,8 pp,"Dans Actes de la Conf\'erence en Recherche d'Information et
  Applications CORIA 2008 - Conf\'erence en Recherche d'Information et
  Applications 2008, Tr\'egastel : France (2008)",,,cs.IR cs.CL cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Online IR tools have to take into account new phenomena linked to the
appearance of blogs, wiki and other collaborative publications. Among these
collaborative sites, Wikipedia represents a crucial source of information.
However, the quality of this information has been recently questionned. A
better knowledge of the contributors' behaviors should help users navigate
through information whose quality may vary from one source to another. In order
to explore this idea, we present an analysis of the role of different types of
contributors in the control of the publication of conflictual articles.
","[{'version': 'v1', 'created': 'Fri, 30 May 2008 10:45:42 GMT'}]",2008-12-18,"[['Jacquemin', 'Bernard', '', 'LIMSI'], ['Lauf', 'Aurélien', '', 'LIMSI'], ['Poudat', 'Céline', '', 'LTCI'], ['Hurault-Plantet', 'Martine', '', 'LIMSI'], ['Auray', 'Nicolas', '', 'LTCI']]"
88,805.4754,Bernard Jacquemin,"Bernard Jacquemin (LIMSI), Aur\'elien Lauf (LIMSI), C\'eline Poudat
  (LTCI), Martine Hurault-Plantet (LIMSI), Nicolas Auray (LTCI)",Managing conflicts between users in Wikipedia,12 pp,"Dans BIS 2008 Workshop proceedings - 11th Conference on Business
  Information Systems (BIS 2008), Social Aspects of the Web Workshop (SAW
  2008), Innsbruck : Autriche (2008)",,,cs.IR cs.CL cs.CY cs.HC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Wikipedia is nowadays a widely used encyclopedia, and one of the most visible
sites on the Internet. Its strong principle of collaborative work and free
editing sometimes generates disputes due to disagreements between users. In
this article we study how the wikipedian community resolves the conflicts and
which roles do wikipedian choose in this process. We observed the users
behavior both in the article talk pages, and in the Arbitration Committee pages
specifically dedicated to serious disputes. We first set up a users typology
according to their involvement in conflicts and their publishing and management
activity in the encyclopedia. We then used those user types to describe users
behavior in contributing to articles that are tagged by the wikipedian
community as being in conflict with the official guidelines of Wikipedia, or
conversely as being well featured.
","[{'version': 'v1', 'created': 'Fri, 30 May 2008 13:20:42 GMT'}]",2008-12-18,"[['Jacquemin', 'Bernard', '', 'LIMSI'], ['Lauf', 'Aurélien', '', 'LIMSI'], ['Poudat', 'Céline', '', 'LTCI'], ['Hurault-Plantet', 'Martine', '', 'LIMSI'], ['Auray', 'Nicolas', '', 'LTCI']]"
89,806.2581,Doina Tatar,"Doina Tatar, Gabriela Serban, Andreea Mihis, Mihaiela Lupea, Dana
  Lupsa and Militon Frentiu",A chain dictionary method for Word Sense Disambiguation and applications,"8 pages, 5 figures","Studia Universitatis Babes-Bolyai, Special Issue, KEPT 2007,
  Knowledge Engineering: Principles and Technologies, Cluj-Napoca, June 6-8,
  2007, pp 33-40,",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A large class of unsupervised algorithms for Word Sense Disambiguation (WSD)
is that of dictionary-based methods. Various algorithms have as the root Lesk's
algorithm, which exploits the sense definitions in the dictionary directly. Our
approach uses the lexical base WordNet for a new algorithm originated in
Lesk's, namely ""chain algorithm for disambiguation of all words"", CHAD. We show
how translation from a language into another one and also text entailment
verification could be accomplished by this disambiguation.
","[{'version': 'v1', 'created': 'Mon, 16 Jun 2008 13:48:55 GMT'}]",2008-12-18,"[['Tatar', 'Doina', ''], ['Serban', 'Gabriela', ''], ['Mihis', 'Andreea', ''], ['Lupea', 'Mihaiela', ''], ['Lupsa', 'Dana', ''], ['Frentiu', 'Militon', '']]"
90,806.371,Stevan Harnad,"A. Blondin Masse, G. Chicoisne, Y. Gargouri, S. Harnad, O. Picard, O.
  Marcotte",How Is Meaning Grounded in Dictionary Definitions?,"8 pages, 3 figures, TextGraphs-3 Workshop at the 22nd International
  Conference on Computational Linguistics, Coling 2008, Manchester, 18-22
  August, 2008",,,,cs.CL cs.DB,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Meaning cannot be based on dictionary definitions all the way down: at some
point the circularity of definitions must be broken in some way, by grounding
the meanings of certain words in sensorimotor categories learned from
experience or shaped by evolution. This is the ""symbol grounding problem."" We
introduce the concept of a reachable set -- a larger vocabulary whose meanings
can be learned from a smaller vocabulary through definition alone, as long as
the meanings of the smaller vocabulary are themselves already grounded. We
provide simple algorithms to compute reachable sets for any given dictionary.
","[{'version': 'v1', 'created': 'Mon, 23 Jun 2008 15:53:05 GMT'}, {'version': 'v2', 'created': 'Tue, 15 Jul 2008 01:59:09 GMT'}]",2008-07-15,"[['Masse', 'A. Blondin', ''], ['Chicoisne', 'G.', ''], ['Gargouri', 'Y.', ''], ['Harnad', 'S.', ''], ['Picard', 'O.', ''], ['Marcotte', 'O.', '']]"
91,806.3787,Ted Pedersen,"Ted Pedersen (University of Minnesota, Duluth)","Computational Approaches to Measuring the Similarity of Short Contexts :
  A Review of Applications and Methods",23 pages,"University of Minnesota Supercomputing Institute Research Report
  UMSI 2010/118, October 2010",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Measuring the similarity of short written contexts is a fundamental problem
in Natural Language Processing. This article provides a unifying framework by
which short context problems can be categorized both by their intended
application and proposed solution. The goal is to show that various problems
and methodologies that appear quite different on the surface are in fact very
closely related. The axes by which these categorizations are made include the
format of the contexts (headed versus headless), the way in which the contexts
are to be measured (first-order versus second-order similarity), and the
information used to represent the features in the contexts (micro versus macro
views). The unifying thread that binds together many short context applications
and methods is the fact that similarity decisions must be made between contexts
that share few (if any) words in common.
","[{'version': 'v1', 'created': 'Mon, 23 Jun 2008 23:27:20 GMT'}, {'version': 'v2', 'created': 'Mon, 18 Oct 2010 19:08:13 GMT'}]",2010-10-19,"[['Pedersen', 'Ted', '', 'University of Minnesota, Duluth']]"
92,807.0311,Dmitry Lande,D.V. Lande and V.V. Zhygalo,About the creation of a parallel bilingual corpora of web-publications,3 pages,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The algorithm of the creation texts parallel corpora was presented. The
algorithm is based on the use of ""key words"" in text documents, and on the
means of their automated translation. Key words were singled out by means of
using Russian and Ukrainian morphological dictionaries, as well as dictionaries
of the translation of nouns for the Russian and Ukrainianlanguages. Besides, to
calculate the weights of the terms in the documents, empiric-statistic rules
were used. The algorithm under consideration was realized in the form of a
program complex, integrated into the content-monitoring InfoStream system. As a
result, a parallel bilingual corpora of web-publications containing about 30
thousand documents, was created
","[{'version': 'v1', 'created': 'Wed, 2 Jul 2008 09:49:14 GMT'}]",2008-07-03,"[['Lande', 'D. V.', ''], ['Zhygalo', 'V. V.', '']]"
93,807.0565,Damian H. Zanette,Damian H. Zanette,"Music, Complexity, Information",,,,,physics.soc-ph cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  These are the preparatory notes for a Science & Music essay, ""Playing by
numbers"", appeared in Nature 453 (2008) 988-989.
","[{'version': 'v1', 'created': 'Thu, 3 Jul 2008 13:42:00 GMT'}]",2008-07-04,"[['Zanette', 'Damian H.', '']]"
94,807.156,Vahed Qazvinian,Vahed Qazvinian and Dragomir R. Radev,Scientific Paper Summarization Using Citation Summary Networks,,,,,cs.IR cs.CL,http://creativecommons.org/licenses/by-nc-sa/3.0/,"  Quickly moving to a new area of research is painful for researchers due to
the vast amount of scientific literature in each field of study. One possible
way to overcome this problem is to summarize a scientific topic. In this paper,
we propose a model of summarizing a single article, which can be further used
to summarize an entire topic. Our model is based on analyzing others' viewpoint
of the target article's contributions and the study of its citation summary
network using a clustering approach.
","[{'version': 'v1', 'created': 'Thu, 10 Jul 2008 00:01:20 GMT'}]",2008-07-11,"[['Qazvinian', 'Vahed', ''], ['Radev', 'Dragomir R.', '']]"
95,807.3622,Yannick Parmentier,"Laura Kallmeyer (SFB 441), Timm Lichte (SFB 441), Wolfgang Maier (SFB
  441), Yannick Parmentier (INRIA Lorraine - LORIA), Johannes Dellert (SFB
  441), Kilian Evang (SFB 441)","TuLiPA: Towards a Multi-Formalism Parsing Environment for Grammar
  Engineering","Dans 2nd Workshop on Grammar Engineering Across Frameworks, GEAF 2008
  (2008)",,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we present an open-source parsing environment (Tuebingen
Linguistic Parsing Architecture, TuLiPA) which uses Range Concatenation Grammar
(RCG) as a pivot formalism, thus opening the way to the parsing of several
mildly context-sensitive formalisms. This environment currently supports
tree-based grammars (namely Tree-Adjoining Grammars, TAG) and Multi-Component
Tree-Adjoining Grammars with Tree Tuples (TT-MCTAG)) and allows computation not
only of syntactic structures, but also of the corresponding semantic
representations. It is used for the development of a tree-based grammar for
German.
","[{'version': 'v1', 'created': 'Wed, 23 Jul 2008 09:05:50 GMT'}]",2009-09-29,"[['Kallmeyer', 'Laura', '', 'SFB 441'], ['Lichte', 'Timm', '', 'SFB 441'], ['Maier', 'Wolfgang', '', 'SFB\n  441'], ['Parmentier', 'Yannick', '', 'INRIA Lorraine - LORIA'], ['Dellert', 'Johannes', '', 'SFB\n  441'], ['Evang', 'Kilian', '', 'SFB 441']]"
96,807.3845,Stefano Crespi Reghizzi,Stefano Crespi Reghizzi,Formal semantics of language and the Richard-Berry paradox,,,,,cs.CL cs.CC cs.LO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The classical logical antinomy known as Richard-Berry paradox is combined
with plausible assumptions about the size i.e. the descriptional complexity of
Turing machines formalizing certain sentences, to show that formalization of
language leads to contradiction.
","[{'version': 'v1', 'created': 'Thu, 24 Jul 2008 10:31:55 GMT'}]",2008-07-25,"[['Reghizzi', 'Stefano Crespi', '']]"
97,808.0521,Ian Pratt-Hartmann,Ian Pratt-Hartmann and Lawrence S. Moss,Logics for the Relational Syllogistic,,,,,cs.LO cs.CC cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The Aristotelian syllogistic cannot account for the validity of many
inferences involving relational facts. In this paper, we investigate the
prospects for providing a relational syllogistic. We identify several fragments
based on (a) whether negation is permitted on all nouns, including those in the
subject of a sentence; and (b) whether the subject noun phrase may contain a
relative clause. The logics we present are extensions of the classical
syllogistic, and we pay special attention to the question of whether reductio
ad absurdum is needed. Thus our main goal is to derive results on the existence
(or non-existence) of syllogistic proof systems for relational fragments. We
also determine the computational complexity of all our fragments.
","[{'version': 'v1', 'created': 'Mon, 4 Aug 2008 22:26:38 GMT'}]",2008-08-06,"[['Pratt-Hartmann', 'Ian', ''], ['Moss', 'Lawrence S.', '']]"
98,808.1211,W Saba,Walid S. Saba,"Commonsense Knowledge, Ontology and Ordinary Language",To appear in Int. J. Reasoning-based Intelligent Systems,,,,cs.AI cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Over two decades ago a ""quite revolution"" overwhelmingly replaced
knowledgebased approaches in natural language processing (NLP) by quantitative
(e.g., statistical, corpus-based, machine learning) methods. Although it is our
firm belief that purely quantitative approaches cannot be the only paradigm for
NLP, dissatisfaction with purely engineering approaches to the construction of
large knowledge bases for NLP are somewhat justified. In this paper we hope to
demonstrate that both trends are partly misguided and that the time has come to
enrich logical semantics with an ontological structure that reflects our
commonsense view of the world and the way we talk about in ordinary language.
In this paper it will be demonstrated that assuming such an ontological
structure a number of challenges in the semantics of natural language (e.g.,
metonymy, intensionality, copredication, nominal compounds, etc.) can be
properly and uniformly addressed.
","[{'version': 'v1', 'created': 'Fri, 8 Aug 2008 14:37:45 GMT'}]",2008-08-11,"[['Saba', 'Walid S.', '']]"
99,808.1753,Andrew Krizhanovsky A,A. A. Krizhanovsky,Index wiki database: design and experiments,"18 pages, 4 tables, 4 figures; FLINS'08, Corpus Linguistics'08,
  AIS/CAD'08; v2: table 3 changed",,,,cs.IR cs.CL,http://creativecommons.org/licenses/publicdomain/,"  With the fantastic growth of Internet usage, information search in documents
of a special type called a ""wiki page"" that is written using a simple markup
language, has become an important problem. This paper describes the software
architectural model for indexing wiki texts in three languages (Russian,
English, and German) and the interaction between the software components (GATE,
Lemmatizer, and Synarcher). The inverted file index database was designed using
visual tool DBDesigner. The rules for parsing Wikipedia texts are illustrated
by examples. Two index databases of Russian Wikipedia (RW) and Simple English
Wikipedia (SEW) are built and compared. The size of RW is by order of magnitude
higher than SEW (number of words, lexemes), though the growth rate of number of
pages in SEW was found to be 14% higher than in Russian, and the rate of
acquisition of new words in SEW lexicon was 7% higher during a period of five
months (from September 2007 to February 2008). The Zipf's law was tested with
both Russian and Simple Wikipedias. The entire source code of the indexing
software and the generated index databases are freely available under GPL (GNU
General Public License).
","[{'version': 'v1', 'created': 'Tue, 12 Aug 2008 23:47:21 GMT'}, {'version': 'v2', 'created': 'Tue, 23 Sep 2008 15:41:44 GMT'}]",2008-09-23,"[['Krizhanovsky', 'A. A.', '']]"
100,808.2904,Reginald Smith,Reginald D. Smith,Investigation of the Zipf-plot of the extinct Meroitic language,"10 pages, 2 figures","Glottometrics 15, 2007, 53-61",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The ancient and extinct language Meroitic is investigated using Zipf's Law.
In particular, since Meroitic is still undeciphered, the Zipf law analysis
allows us to assess the quality of current texts and possible avenues for
future investigation using statistical techniques.
","[{'version': 'v1', 'created': 'Thu, 21 Aug 2008 10:54:54 GMT'}]",2008-08-22,"[['Smith', 'Reginald D.', '']]"
101,808.3563,Stevan Harnad,Stevan Harnad,What It Feels Like To Hear Voices: Fond Memories of Julian Jaynes,16 pages,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Julian Jaynes's profound humanitarian convictions not only prevented him from
going to war, but would have prevented him from ever kicking a dog. Yet
according to his theory, not only are language-less dogs unconscious, but so
too were the speaking/hearing Greeks in the Bicameral Era, when they heard
gods' voices telling them what to do rather than thinking for themselves. I
argue that to be conscious is to be able to feel, and that all mammals (and
probably lower vertebrates and invertebrates too) feel, hence are conscious.
Julian Jaynes's brilliant analysis of our concepts of consciousness
nevertheless keeps inspiring ever more inquiry and insights into the age-old
mind/body problem and its relation to cognition and language.
","[{'version': 'v1', 'created': 'Tue, 26 Aug 2008 18:17:44 GMT'}]",2009-09-29,"[['Harnad', 'Stevan', '']]"
102,808.3569,Stevan Harnad,"Itiel Dror, Stevan Harnad",Offloading Cognition onto Cognitive Technology,"To Appear in: Itiel E. Dror & Stevan Harnad (Eds) Cognition
  Distributed: How Cognitive Technology Extends Our Minds. Amsterdam: John
  Benjamins",,,,cs.MA cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  ""Cognizing"" (e.g., thinking, understanding, and knowing) is a mental state.
Systems without mental states, such as cognitive technology, can sometimes
contribute to human cognition, but that does not make them cognizers. Cognizers
can offload some of their cognitive functions onto cognitive technology,
thereby extending their performance capacity beyond the limits of their own
brain power. Language itself is a form of cognitive technology that allows
cognizers to offload some of their cognitive functions onto the brains of other
cognizers. Language also extends cognizers' individual and joint performance
powers, distributing the load through interactive and collaborative cognition.
Reading, writing, print, telecommunications and computing further extend
cognizers' capacities. And now the web, with its network of cognizers, digital
databases and software agents, all accessible anytime, anywhere, has become our
'Cognitive Commons,' in which distributed cognizers and cognitive technology
can interoperate globally with a speed, scope and degree of interactivity
inconceivable through local individual cognition alone. And as with language,
the cognitive tool par excellence, such technological changes are not merely
instrumental and quantitative: they can have profound effects on how we think
and encode information, on how we communicate with one another, on our mental
states, and on our very nature.
","[{'version': 'v1', 'created': 'Tue, 26 Aug 2008 19:15:24 GMT'}, {'version': 'v2', 'created': 'Sat, 30 Aug 2008 22:50:46 GMT'}, {'version': 'v3', 'created': 'Mon, 1 Sep 2008 20:34:05 GMT'}]",2009-09-29,"[['Dror', 'Itiel', ''], ['Harnad', 'Stevan', '']]"
103,808.3616,Reginald Smith,Reginald D. Smith,Constructing word similarities in Meroitic as an aid to decipherment,"10 pages; 2 figures; to appear in British Museum studies in Ancient
  Egypt and Sudan","British Museum Studies in Ancient Egypt and Sudan, 12, 1-10 (2009)",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Meroitic is the still undeciphered language of the ancient civilization of
Kush. Over the years, various techniques for decipherment such as finding a
bilingual text or cognates from modern or other ancient languages in the Sudan
and surrounding areas has not been successful. Using techniques borrowed from
information theory and natural language statistics, similar words are paired
and attempts are made to use currently defined words to extract at least
partial meaning from unknown words.
","[{'version': 'v1', 'created': 'Wed, 27 Aug 2008 02:02:40 GMT'}, {'version': 'v2', 'created': 'Mon, 8 Sep 2008 01:49:00 GMT'}, {'version': 'v3', 'created': 'Mon, 30 Mar 2009 11:53:07 GMT'}]",2009-08-24,"[['Smith', 'Reginald D.', '']]"
104,808.3889,Manuel Tomas Carrasco Benitez Mr.,M.T. Carrasco Benitez,Open architecture for multilingual parallel texts,"22 pages - for comments to the author and follow-ups go to
  http://dragoman.org/par",,,,cs.CL,http://creativecommons.org/licenses/by-nc-sa/3.0/,"  Multilingual parallel texts (abbreviated to parallel texts) are linguistic
versions of the same content (""translations""); e.g., the Maastricht Treaty in
English and Spanish are parallel texts. This document is about creating an open
architecture for the whole Authoring, Translation and Publishing Chain
(ATP-chain) for the processing of parallel texts.
","[{'version': 'v1', 'created': 'Thu, 28 Aug 2008 11:59:34 GMT'}]",2008-08-29,"[['Benitez', 'M. T. Carrasco', '']]"
105,808.4122,Tomoyuki Yamakami,Tomoyuki Yamakami,Swapping Lemmas for Regular and Context-Free Languages,"Version 2: minor chages associated with typos; slight changes of
  title, abstract, and introduction (letter size, 13 pages, 4 figures)",,,,cs.CC cs.CL cs.FL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In formal language theory, one of the most fundamental tools, known as
pumping lemmas, is extremely useful for regular and context-free languages.
However, there are natural properties for which the pumping lemmas are of
little use. One of such examples concerns a notion of advice, which depends
only on the size of an underlying input. A standard pumping lemma encounters
difficulty in proving that a given language is not regular in the presence of
advice. We develop its substitution, called a swapping lemma for regular
languages, to demonstrate the non-regularity of a target language with advice.
For context-free languages, we also present a similar form of swapping lemma,
which serves as a technical tool to show that certain languages are not
context-free with advice.
","[{'version': 'v1', 'created': 'Fri, 29 Aug 2008 16:09:08 GMT'}, {'version': 'v2', 'created': 'Thu, 5 Mar 2009 16:13:24 GMT'}]",2009-03-05,"[['Yamakami', 'Tomoyuki', '']]"
106,809.0103,Dmitrii Manin,Dmitrii Y. Manin,On the nature of long-range letter correlations in texts,"14 pages, 5 figures, unpublished",,,,cs.CL cs.IT math.IT,http://creativecommons.org/licenses/by-nc-sa/3.0/,"  The origin of long-range letter correlations in natural texts is studied
using random walk analysis and Jensen-Shannon divergence. It is concluded that
they result from slow variations in letter frequency distribution, which are a
consequence of slow variations in lexical composition within the text. These
correlations are preserved by random letter shuffling within a moving window.
As such, they do reflect structural properties of the text, but in a very
indirect manner.
","[{'version': 'v1', 'created': 'Sun, 31 Aug 2008 06:08:15 GMT'}]",2016-11-27,"[['Manin', 'Dmitrii Y.', '']]"
107,809.0124,Peter Turney,Peter D. Turney (National Research Council of Canada),"A Uniform Approach to Analogies, Synonyms, Antonyms, and Associations",related work available at http://purl.org/peter.turney/,"Proceedings of the 22nd International Conference on Computational
  Linguistics (Coling 2008), August 2008, Manchester, UK, Pages 905-912",,NRC 50398,cs.CL cs.IR cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recognizing analogies, synonyms, antonyms, and associations appear to be four
distinct tasks, requiring distinct NLP algorithms. In the past, the four tasks
have been treated independently, using a wide variety of algorithms. These four
semantic classes, however, are a tiny sample of the full range of semantic
phenomena, and we cannot afford to create ad hoc algorithms for each semantic
phenomenon; we need to seek a unified approach. We propose to subsume a broad
range of phenomena under analogies. To limit the scope of this paper, we
restrict our attention to the subsumption of synonyms, antonyms, and
associations. We introduce a supervised corpus-based machine learning algorithm
for classifying analogous word pairs, and we show that it can solve
multiple-choice SAT analogy questions, TOEFL synonym questions, ESL
synonym-antonym questions, and similar-associated-both questions from cognitive
psychology.
","[{'version': 'v1', 'created': 'Sun, 31 Aug 2008 14:00:26 GMT'}]",2008-09-02,"[['Turney', 'Peter D.', '', 'National Research Council of Canada']]"
108,809.036,Aniello Murano,"Piero A. Bonatti, Carsten Lutz, Aniello Murano, Moshe Y. Vardi",The Complexity of Enriched Mu-Calculi,"A preliminary version of this paper appears in the Proceedings of the
  33rd International Colloquium on Automata, Languages and Programming (ICALP),
  2006. This paper has been selected for a special issue in LMCS","Logical Methods in Computer Science, Volume 4, Issue 3 (September
  22, 2008) lmcs:993",10.2168/LMCS-4(3:11)2008,,cs.LO cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The fully enriched &mu;-calculus is the extension of the propositional
&mu;-calculus with inverse programs, graded modalities, and nominals. While
satisfiability in several expressive fragments of the fully enriched
&mu;-calculus is known to be decidable and ExpTime-complete, it has recently
been proved that the full calculus is undecidable. In this paper, we study the
fragments of the fully enriched &mu;-calculus that are obtained by dropping at
least one of the additional constructs. We show that, in all fragments obtained
in this way, satisfiability is decidable and ExpTime-complete. Thus, we
identify a family of decidable logics that are maximal (and incomparable) in
expressive power. Our results are obtained by introducing two new automata
models, showing that their emptiness problems are ExpTime-complete, and then
reducing satisfiability in the relevant logics to these problems. The automata
models we introduce are two-way graded alternating parity automata over
infinite trees (2GAPTs) and fully enriched automata (FEAs) over infinite
forests. The former are a common generalization of two incomparable automata
models from the literature. The latter extend alternating automata in a similar
way as the fully enriched &mu;-calculus extends the standard &mu;-calculus.
","[{'version': 'v1', 'created': 'Tue, 2 Sep 2008 07:51:04 GMT'}, {'version': 'v2', 'created': 'Mon, 22 Sep 2008 19:10:39 GMT'}]",2015-07-01,"[['Bonatti', 'Piero A.', ''], ['Lutz', 'Carsten', ''], ['Murano', 'Aniello', ''], ['Vardi', 'Moshe Y.', '']]"
109,809.325,Andrey Kutuzov,Andrey Kutuzov,Using descriptive mark-up to formalize translation quality assessment,9 pages,"Published in Russian in 'Translation industry and information
  supply in international business activities: materials of international
  conference' - Perm, 2008, pp. 90-101",,,cs.CL,http://creativecommons.org/licenses/by-nc-sa/3.0/,"  The paper deals with using descriptive mark-up to emphasize translation
mistakes. The author postulates the necessity to develop a standard and formal
XML-based way of describing translation mistakes. It is considered to be
important for achieving impersonal translation quality assessment. Marked-up
translations can be used in corpus translation studies; moreover, automatic
translation assessment based on marked-up mistakes is possible. The paper
concludes with setting up guidelines for further activity within the described
field.
","[{'version': 'v1', 'created': 'Thu, 18 Sep 2008 20:48:13 GMT'}]",2008-09-22,"[['Kutuzov', 'Andrey', '']]"
